+-----------+----------------+--------------------------+----------+-----------------+---------------------+------------------+----------------+------------------------+
| Threat ID | Indicator Type |     Indicator Value      | Severity |      Source     |     Organization    |    Motivation    |     taget      |       Timestamp        |
|    194    |      URL       |       wallace.com        |   High   | Internal Sensor | 2023-05-27 15:02:15 |  racist limited  |   Political    |      individuals       |
|    195    |     Domain     |        gentry.org        |   Low    | Internal Sensor | 2023-06-01 09:11:38 | WOO commerce.com |   Political    |       businesses       |
|    196    |      URL       |        smith.com         |   High   |  Threat Feed A  | 2023-01-13 20:13:21 |     M2U.COM      | Financial gain | financial institutions |
|    197    |   File Hash    |        brown.com         |   Low    | Internal Sensor | 2023-04-21 14:27:33 |     M2U.COM      |     Power      | financial institutions |
|    198    |       IP       |      62.118.59.236       |   Low    |  Threat Feed B  | 2023-06-14 03:36:44 | WOO commerce.com | Financial gain |      individuals       |
|    199    |   File Hash    |        turner.net        |   Low    |  Threat Feed A  | 2023-03-04 19:42:08 |  racist limited  | Financial gain |     mobile phones      |
|    200    |   File Hash    |     ray-freeman.com      |   Low    |  Threat Feed B  | 2023-02-18 10:56:57 |  racist limited  |     Power      |      individuals       |
|    201    |       IP       |      45.238.228.53       |  Medium  | Internal Sensor | 2023-02-19 19:49:54 | WOO commerce.com |     Power      |     mobile phones      |
|    202    |       IP       |      104.52.49.128       |   Low    |  Threat Feed B  | 2023-02-09 20:05:39 |     M2U.COM      | Financial gain |      individuals       |
|    203    |       IP       |      156.27.75.168       |  Medium  |  Threat Feed A  | 2023-07-31 02:21:48 |  racist limited  | Financial gain |      individuals       |
|    204    |   File Hash    |        kirby.com         |   Low    | Internal Sensor | 2023-04-09 17:35:40 |     M2U.COM      | Ctber bullying |     mobile phones      |
|    205    |      URL       |     watson-white.com     |  Medium  |  Threat Feed A  | 2023-01-20 01:06:59 |     M2U.COM      | Ctber bullying |      individuals       |
|    206    |     Domain     |       jackson.com        |   High   |  Threat Feed A  | 2023-07-26 01:01:59 |   Audio group    | Ctber bullying |       businesses       |
|    207    |      URL       |    davis-mcguire.com     |   Low    |  Threat Feed B  | 2023-05-24 01:26:16 |  racist limited  |   Political    |     mobile phones      |
|    208    |       IP       |       82.63.28.41        |   Low    |  Threat Feed A  | 2023-07-19 06:08:18 |  racist limited  |   Political    | financial institutions |
|    209    |   File Hash    |        torres.com        |   Low    |  Threat Feed A  | 2023-07-24 12:46:01 | WOO commerce.com | Financial gain |     mobile phones      |
|    210    |      URL       |        morgan.com        |  Medium  |  Threat Feed B  | 2023-05-30 17:49:36 | WOO commerce.com |     Power      |      individuals       |
|    211    |      URL       |       mccarty.info       |  Medium  |  Threat Feed A  | 2023-06-01 13:36:30 |  racist limited  |     Power      |      individuals       |
|    212    |       IP       |      197.149.91.187      |  Medium  |  Threat Feed A  | 2023-03-14 15:20:57 |  racist limited  |     Power      |       businesses       |
|    213    |      URL       |       whitney.com        |   High   |  Threat Feed A  | 2023-01-16 16:42:49 |  racist limited  | Ctber bullying | financial institutions |
|    214    |   File Hash    |       fuentes.com        |   High   |  Threat Feed A  | 2023-05-13 08:37:47 |     M2U.COM      | Ctber bullying | financial institutions |
|    215    |     Domain     |     tate-powell.org      |   High   | Internal Sensor | 2023-04-09 11:53:18 | WOO commerce.com |     Power      |       businesses       |
|    216    |       IP       |      34.205.209.155      |   High   |  Threat Feed B  | 2023-01-29 13:58:28 |     M2U.COM      |     Power      | financial institutions |
|    217    |   File Hash    |       schmidt.com        |   High   |  Threat Feed B  | 2023-03-03 00:46:49 |     M2U.COM      |   Political    |     mobile phones      |
|    218    |   File Hash    |       barrera.com        |   High   |  Threat Feed B  | 2023-03-11 02:35:36 |   Audio group    | Financial gain |       businesses       |
|    219    |   File Hash    |        allen.com         |   Low    |  Threat Feed A  | 2023-06-15 00:44:11 |   Audio group    |     Power      | financial institutions |
|    220    |       IP       |      148.209.120.23      |   Low    | Internal Sensor | 2023-08-07 09:22:56 |  racist limited  | Ctber bullying |     mobile phones      |
|    221    |      URL       |        vargas.com        |  Medium  |  Threat Feed A  | 2023-01-22 17:24:26 |  racist limited  | Ctber bullying |       businesses       |
|    222    |   File Hash    |   ford-strickland.com    |   High   | Internal Sensor | 2023-06-01 06:07:31 |   Audio group    | Ctber bullying | financial institutions |
|    223    |       IP       |       36.113.0.40        |   Low    |  Threat Feed B  | 2023-02-06 08:59:16 |     M2U.COM      | Financial gain |       businesses       |
|    224    |       IP       |      116.116.116.43      |   Low    |  Threat Feed B  | 2023-01-19 11:16:42 |     M2U.COM      | Financial gain |       businesses       |
|    225    |       IP       |       53.11.66.107       |   Low    |  Threat Feed A  | 2023-05-23 05:19:27 |  racist limited  |   Political    |       businesses       |
|    226    |     Domain     |       simmons.com        |   High   |  Threat Feed B  | 2023-04-02 09:48:16 |   Audio group    |   Political    |      individuals       |
|    227    |       IP       |       1.172.212.18       |  Medium  |  Threat Feed A  | 2023-04-28 19:19:11 |   Audio group    | Financial gain |       businesses       |
|    228    |      URL       |       wallace.com        |   High   |  Threat Feed B  | 2023-05-29 10:16:24 |  racist limited  |   Political    | financial institutions |
|    229    |      URL       |   gonzalez-terrell.com   |  Medium  | Internal Sensor | 2023-02-20 16:10:18 |   Audio group    |   Political    |      individuals       |
|    230    |     Domain     |     little-reese.net     |  Medium  |  Threat Feed A  | 2023-04-12 14:47:48 |  racist limited  |   Political    |      individuals       |
|    231    |       IP       |     203.159.238.244      |   High   | Internal Sensor | 2023-01-22 02:20:01 |   Audio group    |     Power      |       businesses       |
|    232    |       IP       |      80.87.138.243       |   High   |  Threat Feed A  | 2023-07-07 17:52:29 |   Audio group    | Ctber bullying | financial institutions |
|    233    |       IP       |      203.29.131.89       |   High   |  Threat Feed B  | 2023-07-31 16:07:40 |  racist limited  | Financial gain | financial institutions |
|    234    |     Domain     |       proctor.biz        |  Medium  | Internal Sensor | 2023-01-01 06:06:28 |  racist limited  | Financial gain |       businesses       |
|    235    |      URL       |       schultz.com        |   Low    |  Threat Feed B  | 2023-07-01 12:36:18 |     M2U.COM      | Ctber bullying |      individuals       |
|    236    |   File Hash    |        guzman.net        |  Medium  | Internal Sensor | 2023-03-11 17:10:26 |  racist limited  | Financial gain |       businesses       |
|    237    |       IP       |      119.145.99.164      |  Medium  |  Threat Feed A  | 2023-04-08 18:35:36 |  racist limited  | Financial gain |      individuals       |
|    238    |      URL       |       anthony.com        |   Low    |  Threat Feed A  | 2023-01-19 18:37:41 | WOO commerce.com | Financial gain |       businesses       |
|    239    |   File Hash    |    phillips-gomez.biz    |  Medium  |  Threat Feed B  | 2023-07-08 14:25:58 |   Audio group    |     Power      |      individuals       |
|    240    |   File Hash    |        jones.net         |   High   |  Threat Feed A  | 2023-03-25 01:46:20 |   Audio group    |   Political    | financial institutions |
|    241    |   File Hash    |        bryant.com        |   Low    | Internal Sensor | 2023-04-03 10:20:10 |  racist limited  |     Power      | financial institutions |
|    242    |     Domain     |       williams.org       |   High   |  Threat Feed B  | 2023-03-23 11:15:01 | WOO commerce.com |   Political    |      individuals       |
|    243    |     Domain     |        perez.com         |   High   |  Threat Feed B  | 2023-04-26 09:15:31 |  racist limited  | Financial gain |     mobile phones      |
|    244    |     Domain     |     smith-thomas.biz     |  Medium  |  Threat Feed B  | 2023-01-18 10:11:57 |  racist limited  |     Power      | financial institutions |
|    245    |      URL       |       reynolds.com       |   Low    | Internal Sensor | 2023-06-23 01:34:16 |   Audio group    |     Power      |      individuals       |
|    246    |       IP       |      102.182.199.30      |  Medium  |  Threat Feed A  | 2023-06-21 18:36:21 | WOO commerce.com | Ctber bullying |       businesses       |
|    247    |   File Hash    |        mccoy.net         |   High   | Internal Sensor | 2023-07-17 09:34:18 |   Audio group    |   Political    |       businesses       |
|    248    |     Domain     |       delgado.com        |  Medium  |  Threat Feed A  | 2023-01-25 02:53:53 |   Audio group    |   Political    |      individuals       |
|    249    |       IP       |      104.136.105.27      |  Medium  |  Threat Feed A  | 2023-08-03 03:40:23 |     M2U.COM      | Ctber bullying |     mobile phones      |
|    250    |   File Hash    |       reynolds.com       |   High   |  Threat Feed A  | 2023-05-12 10:51:01 |  racist limited  |     Power      | financial institutions |
|    251    |      URL       |       williams.org       |   Low    |  Threat Feed B  | 2023-06-27 16:56:44 |     M2U.COM      |   Political    | financial institutions |
|    252    |     Domain     |         ross.biz         |   High   | Internal Sensor | 2023-07-22 15:29:39 | WOO commerce.com |   Political    |      individuals       |
|    253    |      URL       |        rivera.com        |   Low    | Internal Sensor | 2023-01-07 21:08:20 |  racist limited  | Financial gain |      individuals       |
|    254    |       IP       |      191.97.176.11       |   High   |  Threat Feed A  | 2023-06-04 11:40:55 |     M2U.COM      | Ctber bullying |       businesses       |
|    255    |     Domain     |        grant.com         |   High   |  Threat Feed B  | 2023-02-07 09:48:32 | WOO commerce.com | Financial gain |     mobile phones      |
|    256    |   File Hash    |      robertson.biz       |  Medium  | Internal Sensor | 2023-01-16 19:57:51 |     M2U.COM      |   Political    |     mobile phones      |
|    257    |       IP       |      153.27.239.151      |   High   | Internal Sensor | 2023-03-06 00:59:36 | WOO commerce.com | Ctber bullying |      individuals       |
|    258    |       IP       |      70.169.185.211      |   High   |  Threat Feed B  | 2023-02-03 20:12:42 |   Audio group    |   Political    |       businesses       |
|    259    |      URL       |   martinez-duncan.com    |   High   | Internal Sensor | 2023-07-06 16:33:54 | WOO commerce.com | Financial gain |       businesses       |
|    260    |   File Hash    |        sawyer.net        |  Medium  |  Threat Feed A  | 2023-07-09 22:21:27 |     M2U.COM      |   Political    |       businesses       |
|    261    |       IP       |       183.0.183.93       |   High   |  Threat Feed A  | 2023-02-06 13:51:21 | WOO commerce.com | Financial gain |       businesses       |
|    262    |   File Hash    |         may.com          |   High   | Internal Sensor | 2023-02-10 06:28:51 |   Audio group    |     Power      | financial institutions |
|    263    |     Domain     |    alvarez-warren.net    |  Medium  |  Threat Feed A  | 2023-05-22 03:59:31 |   Audio group    | Financial gain |      individuals       |
|    264    |       IP       |      15.181.246.206      |  Medium  | Internal Sensor | 2023-06-29 00:49:04 |   Audio group    |   Political    |     mobile phones      |
|    265    |   File Hash    |        cooper.com        |   Low    |  Threat Feed B  | 2023-06-10 18:18:03 | WOO commerce.com |   Political    |     mobile phones      |
|    266    |     Domain     |       sanchez.com        |  Medium  | Internal Sensor | 2023-05-08 17:53:34 |   Audio group    |     Power      |     mobile phones      |
|    267    |   File Hash    |        burns.com         |   Low    |  Threat Feed A  | 2023-04-25 18:52:29 |     M2U.COM      | Financial gain |       businesses       |
|    268    |   File Hash    |       ray-orr.com        |   Low    | Internal Sensor | 2023-07-11 20:50:21 | WOO commerce.com |   Political    |     mobile phones      |
|    269    |       IP       |      114.159.7.146       |  Medium  |  Threat Feed A  | 2023-03-27 13:40:49 | WOO commerce.com |     Power      |     mobile phones      |
|    270    |     Domain     |    massey-wagner.com     |   Low    |  Threat Feed A  | 2023-07-24 07:15:41 |  racist limited  |     Power      |     mobile phones      |
|    271    |       IP       |      195.67.82.149       |   Low    |  Threat Feed B  | 2023-07-20 19:04:58 | WOO commerce.com |     Power      | financial institutions |
|    272    |     Domain     |        olson.com         |   High   |  Threat Feed B  | 2023-04-19 00:17:14 |     M2U.COM      |   Political    |     mobile phones      |
|    273    |     Domain     |         long.com         |   Low    |  Threat Feed B  | 2023-08-10 04:52:48 |  racist limited  |     Power      |      individuals       |
|    274    |      URL       |     brown-flynn.com      |   High   |  Threat Feed B  | 2023-05-10 11:07:02 |  racist limited  | Ctber bullying | financial institutions |
|    275    |       IP       |      181.212.232.72      |   Low    |  Threat Feed B  | 2023-05-29 01:23:36 |  racist limited  | Ctber bullying |     mobile phones      |
|    276    |     Domain     |    moore-mitchell.com    |   High   |  Threat Feed B  | 2023-03-02 00:36:26 |     M2U.COM      | Financial gain |       businesses       |
|    277    |     Domain     |        hodges.com        |   High   |  Threat Feed A  | 2023-01-27 18:13:26 |   Audio group    | Ctber bullying | financial institutions |
|    278    |     Domain     |        burns.com         |  Medium  |  Threat Feed B  | 2023-07-23 17:52:33 |     M2U.COM      | Ctber bullying |       businesses       |
|    279    |     Domain     |       sellers.com        |  Medium  |  Threat Feed A  | 2023-04-15 00:15:11 |     M2U.COM      |   Political    |      individuals       |
|    280    |      URL       |       hudson.info        |   High   |  Threat Feed A  | 2023-08-06 23:16:18 |     M2U.COM      | Financial gain |     mobile phones      |
|    281    |     Domain     |        myers.com         |   Low    | Internal Sensor | 2023-02-05 06:45:42 |     M2U.COM      | Ctber bullying |       businesses       |
